Transaction ID,Transaction Date,Product Key,Quantity,Unit Price,Total Sales
TXN-05-0320,2026-05-25,Jabra Evolve2 40 Headset,5,11885.8,59429.0
TXN-05-0321,2026-05-14,Microsoft LifeCam HD-3000,3,3474.56,10423.68
TXN-05-0322,2026-05-15,Logitech MX Master 3S,16,8838.69,141419.04
TXN-05-0323,2026-05-02,Logitech K380 Keyboard,14,3172.87,44420.18
TXN-05-0324,2026-05-09,Logitech K380 Keyboard,18,3308.49,59552.82
TXN-05-0325,2026-05-04,Jabra Evolve2 40 Headset,12,13175.73,158108.76
TXN-05-0326,2026-05-28,Logitech MX Master 3S,5,9109.7,45548.5
TXN-05-0327,2026-05-09,Kingston DataTraveler 64GB,14,722.98,10121.72
TXN-05-0328,2026-05-12,HP E24 G5 Monitor,3,21268.08,63804.24
TXN-05-0329,2026-05-19,Logitech K380 Keyboard,20,3205.66,64113.2
TXN-05-0330,2026-05-28,Jabra Evolve2 40 Headset,20,13049.08,260981.6
TXN-05-0331,2026-05-08,Kingston DataTraveler 64GB,20,700.99,14019.8
TXN-05-0332,2026-05-14,TP-Link UE300 Ethernet Adapter,9,1131.96,10187.64
TXN-05-0333,2026-05-09,Belkin USB-C 7-in-1 Hub,17,6467.88,109953.96
TXN-05-0334,2026-05-24,Jabra Evolve2 40 Headset,9,12060.93,108548.37
TXN-05-0335,2026-05-15,Belkin USB-C 7-in-1 Hub,6,6388.12,38328.72
TXN-05-0336,2026-05-10,TP-Link UE300 Ethernet Adapter,9,1171.85,10546.65
TXN-05-0337,2026-05-08,Belkin USB-C 7-in-1 Hub,1,6824.67,6824.67
TXN-05-0338,2026-05-20,Belkin USB-C 7-in-1 Hub,11,6652.77,73180.47
TXN-05-0339,2026-05-22,Logitech K380 Keyboard,11,3261.79,35879.69
TXN-05-0340,2026-05-20,Jabra Evolve2 40 Headset,15,12662.08,189931.2
TXN-05-0341,2026-05-12,Logitech K380 Keyboard,14,3400.22,47603.08
TXN-05-0342,2026-05-19,Microsoft LifeCam HD-3000,11,3528.14,38809.54
TXN-05-0343,2026-05-01,SanDisk Extreme Portable SSD 1TB,12,10355.81,124269.72
TXN-05-0344,2026-05-26,SanDisk Extreme Portable SSD 1TB,9,10854.71,97692.39
TXN-05-0345,2026-05-12,Logitech MX Master 3S,14,8962.26,125471.64
TXN-05-0346,2026-05-01,Belkin USB-C 7-in-1 Hub,10,6530.49,65304.9
TXN-05-0347,2026-05-26,TP-Link UE300 Ethernet Adapter,2,1143.77,2287.54
TXN-05-0348,2026-05-14,SanDisk Extreme Portable SSD 1TB,9,10352.77,93174.93
TXN-05-0349,2026-05-01,Kingston DataTraveler 64GB,7,675.37,4727.59
TXN-05-0350,2026-05-08,Logitech K380 Keyboard,6,3120.75,18724.5
TXN-05-0351,2026-05-30,SanDisk Extreme Portable SSD 1TB,20,10549.02,210980.4
TXN-05-0352,2026-05-22,Logitech K380 Keyboard,20,3313.47,66269.4
TXN-05-0353,2026-05-02,Belkin USB-C 7-in-1 Hub,10,6208.06,62080.6
TXN-05-0354,2026-05-08,Jabra Evolve2 40 Headset,4,12791.1,51164.4
TXN-05-0355,2026-05-30,Logitech K380 Keyboard,4,3415.48,13661.92
TXN-05-0356,2026-05-19,Logitech K380 Keyboard,13,3115.63,40503.19
TXN-05-0357,2026-05-27,Microsoft LifeCam HD-3000,18,3597.99,64763.82
TXN-05-0358,2026-05-14,Kingston DataTraveler 64GB,12,703.76,8445.12
TXN-05-0359,2026-05-07,Microsoft LifeCam HD-3000,2,3463.16,6926.32
TXN-05-0360,2026-05-09,Dell P2425H Monitor,18,18235.22,328233.96
TXN-05-0361,2026-05-23,Jabra Evolve2 40 Headset,2,11851.82,23703.64
TXN-05-0362,2026-05-14,Belkin USB-C 7-in-1 Hub,16,6453.06,103248.96
TXN-05-0363,2026-05-26,Dell P2425H Monitor,1,18514.37,18514.37
TXN-05-0364,2026-05-26,Logitech K380 Keyboard,5,3271.19,16355.95
TXN-05-0365,2026-05-31,Kingston DataTraveler 64GB,15,701.0,10515.0
TXN-05-0366,2026-05-07,Dell P2425H Monitor,11,18222.08,200442.88
TXN-05-0367,2026-05-01,Kingston DataTraveler 64GB,4,673.28,2693.12
TXN-05-0368,2026-05-03,Jabra Evolve2 40 Headset,12,12335.38,148024.56
TXN-05-0369,2026-05-28,Logitech K380 Keyboard,1,3246.37,3246.37
TXN-05-0370,2026-05-09,Logitech K380 Keyboard,18,3187.7,57378.6
TXN-05-0371,2026-05-09,SanDisk Extreme Portable SSD 1TB,3,10251.6,30754.8
TXN-05-0372,2026-05-04,TP-Link UE300 Ethernet Adapter,18,1137.59,20476.62
TXN-05-0373,2026-05-15,HP E24 G5 Monitor,18,21106.14,379910.52
TXN-05-0374,2026-05-06,Dell P2425H Monitor,5,18301.78,91508.9
TXN-05-0375,2026-05-22,Kingston DataTraveler 64GB,4,689.8,2759.2
TXN-05-0376,2026-05-21,Belkin USB-C 7-in-1 Hub,16,6392.27,102276.32
TXN-05-0377,2026-05-25,HP E24 G5 Monitor,6,22629.14,135774.84
TXN-05-0378,2026-05-03,Microsoft LifeCam HD-3000,20,3345.87,66917.4
TXN-05-0379,2026-05-26,Kingston DataTraveler 64GB,18,661.19,11901.42
TXN-05-0380,2026-05-12,TP-Link UE300 Ethernet Adapter,8,1230.48,9843.84
TXN-05-0381,2026-05-21,Microsoft LifeCam HD-3000,2,3674.15,7348.3
TXN-05-0382,2026-05-09,Dell P2425H Monitor,15,18754.14,281312.1
TXN-05-0383,2026-05-07,Logitech K380 Keyboard,10,3149.97,31499.7
TXN-05-0384,2026-05-03,Jabra Evolve2 40 Headset,16,12223.34,195573.44
TXN-05-0385,2026-05-05,Kingston DataTraveler 64GB,2,734.73,1469.46
TXN-05-0386,2026-05-25,Kingston DataTraveler 64GB,14,664.62,9304.68
TXN-05-0387,2026-05-21,HP E24 G5 Monitor,7,22626.77,158387.39
TXN-05-0388,2026-05-01,Logitech MX Master 3S,11,8677.26,95449.86
TXN-05-0389,2026-05-04,SanDisk Extreme Portable SSD 1TB,9,10497.63,94478.67
TXN-05-0390,2026-05-27,TP-Link UE300 Ethernet Adapter,14,1225.33,17154.62
TXN-05-0391,2026-05-24,TP-Link UE300 Ethernet Adapter,20,1158.55,23171.0
TXN-05-0392,2026-05-27,SanDisk Extreme Portable SSD 1TB,19,10772.55,204678.45
TXN-05-0393,2026-05-23,Microsoft LifeCam HD-3000,14,3315.22,46413.08
TXN-05-0394,2026-05-28,SanDisk Extreme Portable SSD 1TB,12,10123.37,121480.44
TXN-05-0395,2026-05-18,Kingston DataTraveler 64GB,17,685.95,11661.15
TXN-05-0396,2026-05-18,Jabra Evolve2 40 Headset,3,12703.69,38111.07
TXN-05-0397,2026-05-14,Logitech MX Master 3S,15,9466.97,142004.55
TXN-05-0398,2026-05-21,Logitech MX Master 3S,20,8501.73,170034.6
TXN-05-0399,2026-05-28,Dell P2425H Monitor,16,18778.85,300461.6
TXN-05-0400,2026-05-31,SanDisk Extreme Portable SSD 1TB,4,10201.94,40807.76
TXN-05-0401,2026-05-14,HP E24 G5 Monitor,8,21873.97,174991.76
TXN-05-0402,2026-05-07,Kingston DataTraveler 64GB,15,737.17,11057.55
TXN-05-0403,2026-05-04,Logitech MX Master 3S,2,9258.18,18516.36
TXN-05-0404,2026-05-16,TP-Link UE300 Ethernet Adapter,12,1151.9,13822.8
TXN-05-0405,2026-05-27,Dell P2425H Monitor,7,19457.65,136203.55
TXN-05-0406,2026-05-06,Kingston DataTraveler 64GB,10,720.05,7200.5
TXN-05-0407,2026-05-14,Kingston DataTraveler 64GB,14,703.71,9851.94
TXN-05-0408,2026-05-03,HP E24 G5 Monitor,13,21178.85,275325.05
TXN-05-0409,2026-05-28,SanDisk Extreme Portable SSD 1TB,7,10634.98,74444.86
TXN-05-0410,2026-05-19,Belkin USB-C 7-in-1 Hub,16,6313.23,101011.68
TXN-05-0411,2026-05-23,SanDisk Extreme Portable SSD 1TB,8,10790.71,86325.68
TXN-05-0412,2026-05-18,SanDisk Extreme Portable SSD 1TB,3,10947.25,32841.75
TXN-05-0413,2026-05-06,Kingston DataTraveler 64GB,3,695.64,2086.92
TXN-05-0414,2026-05-24,HP E24 G5 Monitor,8,22609.82,180878.56
TXN-05-0415,2026-05-14,Belkin USB-C 7-in-1 Hub,15,6765.47,101482.05
TXN-05-0416,2026-05-31,Logitech MX Master 3S,9,9381.78,84436.02
TXN-05-0417,2026-05-23,Kingston DataTraveler 64GB,3,709.97,2129.91
TXN-05-0418,2026-05-27,Kingston DataTraveler 64GB,15,685.26,10278.9
TXN-05-0419,2026-05-25,Logitech K380 Keyboard,13,3452.91,44887.83
TXN-05-0420,2026-05-14,TP-Link UE300 Ethernet Adapter,11,1187.33,13060.63
TXN-05-0421,2026-05-23,Logitech K380 Keyboard,9,3148.24,28334.16
TXN-05-0422,2026-05-17,Logitech MX Master 3S,5,8725.95,43629.75
TXN-05-0423,2026-05-26,SanDisk Extreme Portable SSD 1TB,19,11020.57,209390.83
TXN-05-0424,2026-05-09,HP E24 G5 Monitor,20,21946.34,438926.8
TXN-05-0425,2026-05-22,Logitech MX Master 3S,10,9442.16,94421.6
TXN-05-0426,2026-05-30,Belkin USB-C 7-in-1 Hub,9,6714.42,60429.78
TXN-05-0427,2026-05-15,Kingston DataTraveler 64GB,17,720.02,12240.34
TXN-05-0428,2026-05-25,Logitech K380 Keyboard,18,3152.07,56737.26
TXN-05-0429,2026-05-13,Kingston DataTraveler 64GB,1,672.11,672.11
TXN-05-0430,2026-05-20,Logitech K380 Keyboard,12,3260.95,39131.4
TXN-05-0431,2026-05-23,TP-Link UE300 Ethernet Adapter,1,1233.33,1233.33
TXN-05-0432,2026-05-03,Logitech MX Master 3S,2,9413.57,18827.14
TXN-05-0433,2026-05-21,Logitech MX Master 3S,11,9144.48,100589.28
TXN-05-0434,2026-05-01,Logitech MX Master 3S,16,8514.52,136232.32
TXN-05-0435,2026-05-19,Logitech MX Master 3S,4,8938.19,35752.76
TXN-05-0436,2026-05-07,Logitech MX Master 3S,20,8627.36,172547.2
TXN-05-0437,2026-05-08,HP E24 G5 Monitor,2,21172.3,42344.6
TXN-05-0438,2026-05-07,Logitech MX Master 3S,2,8795.75,17591.5
TXN-05-0439,2026-05-16,TP-Link UE300 Ethernet Adapter,15,1226.89,18403.35
TXN-05-0440,2026-05-29,Logitech K380 Keyboard,14,3483.63,48770.82
TXN-05-0441,2026-05-28,Jabra Evolve2 40 Headset,3,13096.12,39288.36
TXN-05-0442,2026-05-13,Kingston DataTraveler 64GB,8,686.88,5495.04
TXN-05-0443,2026-05-01,Logitech K380 Keyboard,6,3112.32,18673.92
TXN-05-0444,2026-05-08,TP-Link UE300 Ethernet Adapter,2,1134.22,2268.44
TXN-05-0445,2026-05-01,Kingston DataTraveler 64GB,7,657.35,4601.45
TXN-05-0446,2026-05-10,Logitech MX Master 3S,6,8880.27,53281.62
TXN-05-0447,2026-05-31,Microsoft LifeCam HD-3000,3,3656.78,10970.34
TXN-05-0448,2026-05-04,Microsoft LifeCam HD-3000,11,3670.46,40375.06
TXN-05-0449,2026-05-27,Dell P2425H Monitor,19,18417.2,349926.8
TXN-05-0450,2026-05-03,Logitech MX Master 3S,5,8911.18,44555.9
TXN-05-0451,2026-05-17,Logitech MX Master 3S,3,9303.9,27911.7
TXN-05-0452,2026-05-28,Belkin USB-C 7-in-1 Hub,15,6479.13,97186.95
TXN-05-0453,2026-05-26,SanDisk Extreme Portable SSD 1TB,16,10629.46,170071.36
TXN-05-0454,2026-05-19,Dell P2425H Monitor,20,18245.62,364912.4
TXN-05-0455,2026-05-28,Belkin USB-C 7-in-1 Hub,17,6161.73,104749.41
TXN-05-0456,2026-05-07,HP E24 G5 Monitor,16,20367.5,325880.0
TXN-05-0457,2026-05-16,Dell P2425H Monitor,4,19026.82,76107.28
TXN-05-0458,2026-05-12,Logitech K380 Keyboard,18,3447.22,62049.96
TXN-05-0459,2026-05-27,Dell P2425H Monitor,19,19819.99,376579.81
TXN-05-0460,2026-05-20,Belkin USB-C 7-in-1 Hub,4,6822.65,27290.6
TXN-05-0461,2026-05-30,Microsoft LifeCam HD-3000,1,3568.36,3568.36
TXN-05-0462,2026-05-27,Microsoft LifeCam HD-3000,11,3420.91,37630.01
TXN-05-0463,2026-05-29,TP-Link UE300 Ethernet Adapter,11,1135.19,12487.09
TXN-05-0464,2026-05-31,Jabra Evolve2 40 Headset,8,12972.65,103781.2
TXN-05-0465,2026-05-13,Logitech K380 Keyboard,16,3265.31,52244.96
TXN-05-0466,2026-05-05,TP-Link UE300 Ethernet Adapter,11,1210.77,13318.47
TXN-05-0467,2026-05-09,HP E24 G5 Monitor,18,22079.13,397424.34
TXN-05-0468,2026-05-09,Dell P2425H Monitor,4,18896.84,75587.36
TXN-05-0469,2026-05-13,Dell P2425H Monitor,9,18370.18,165331.62
TXN-05-0470,2026-05-13,Jabra Evolve2 40 Headset,5,12524.38,62621.9
TXN-05-0471,2026-05-19,Dell P2425H Monitor,1,20123.51,20123.51
TXN-05-0472,2026-05-26,Belkin USB-C 7-in-1 Hub,6,6120.63,36723.78
TXN-05-0473,2026-05-23,Dell P2425H Monitor,10,18210.94,182109.4
TXN-05-0474,2026-05-01,Dell P2425H Monitor,10,18169.2,181692.0
TXN-05-0475,2026-05-17,Dell P2425H Monitor,8,20013.22,160105.76
TXN-05-0476,2026-05-26,Logitech MX Master 3S,20,9143.4,182868.0
TXN-05-0477,2026-05-02,SanDisk Extreme Portable SSD 1TB,13,9944.93,129284.09
TXN-05-0478,2026-05-18,Logitech K380 Keyboard,17,3333.82,56674.94
TXN-05-0479,2026-05-15,TP-Link UE300 Ethernet Adapter,1,1170.03,1170.03
TXN-05-0480,2026-05-04,SanDisk Extreme Portable SSD 1TB,15,11015.58,165233.7
TXN-05-0481,2026-05-27,Logitech MX Master 3S,4,8711.03,34844.12
TXN-05-0482,2026-05-11,Dell P2425H Monitor,6,18734.76,112408.56
TXN-05-0483,2026-05-29,SanDisk Extreme Portable SSD 1TB,14,10788.02,151032.28
TXN-05-0484,2026-05-21,HP E24 G5 Monitor,16,21566.0,345056.0
TXN-05-0485,2026-05-30,Dell P2425H Monitor,15,18761.7,281425.5
TXN-05-0486,2026-05-21,Logitech MX Master 3S,17,8603.26,146255.42
TXN-05-0487,2026-05-13,Belkin USB-C 7-in-1 Hub,4,6245.42,24981.68
TXN-05-0488,2026-05-17,HP E24 G5 Monitor,12,21244.99,254939.88
TXN-05-0489,2026-05-02,Microsoft LifeCam HD-3000,1,3358.95,3358.95
TXN-05-0490,2026-05-18,HP E24 G5 Monitor,13,22778.2,296116.6
TXN-05-0491,2026-05-13,Belkin USB-C 7-in-1 Hub,20,6811.98,136239.6
TXN-05-0492,2026-05-09,HP E24 G5 Monitor,8,20535.33,164282.64
TXN-05-0493,2026-05-25,Kingston DataTraveler 64GB,13,730.13,9491.69
TXN-05-0494,2026-05-02,SanDisk Extreme Portable SSD 1TB,3,10122.76,30368.28
TXN-05-0495,2026-05-04,SanDisk Extreme Portable SSD 1TB,2,10789.45,21578.9
TXN-05-0496,2026-05-14,Logitech MX Master 3S,7,9406.87,65848.09
TXN-05-0497,2026-05-31,Microsoft LifeCam HD-3000,3,3593.31,10779.93
TXN-05-0498,2026-05-03,Microsoft LifeCam HD-3000,4,3360.04,13440.16
TXN-05-0499,2026-05-08,Kingston DataTraveler 64GB,8,709.89,5679.12
TXN-05-0500,2026-05-14,Logitech K380 Keyboard,11,3320.33,36523.63
TXN-05-0501,2026-05-20,Logitech MX Master 3S,18,9166.81,165002.58
TXN-05-0502,2026-05-01,TP-Link UE300 Ethernet Adapter,4,1173.79,4695.16
TXN-05-0503,2026-05-04,HP E24 G5 Monitor,13,20405.76,265274.88
TXN-05-0504,2026-05-30,HP E24 G5 Monitor,1,20582.32,20582.32
TXN-05-0505,2026-05-01,SanDisk Extreme Portable SSD 1TB,6,10006.08,60036.48
TXN-05-0506,2026-05-01,Dell P2425H Monitor,12,20088.33,241059.96
TXN-05-0507,2026-05-03,Logitech K380 Keyboard,9,3311.58,29804.22
TXN-05-0508,2026-05-20,Dell P2425H Monitor,9,19731.14,177580.26
TXN-05-0509,2026-05-07,TP-Link UE300 Ethernet Adapter,10,1143.75,11437.5
TXN-05-0510,2026-05-28,Logitech MX Master 3S,17,8602.96,146250.32
TXN-05-0511,2026-05-17,HP E24 G5 Monitor,13,22111.43,287448.59
TXN-05-0512,2026-05-27,Logitech K380 Keyboard,8,3249.49,25995.92
TXN-05-0513,2026-05-24,Dell P2425H Monitor,4,19920.98,79683.92
TXN-05-0514,2026-05-06,Dell P2425H Monitor,6,20005.75,120034.5
TXN-05-0515,2026-05-29,TP-Link UE300 Ethernet Adapter,13,1156.52,15034.76
TXN-05-0516,2026-05-15,TP-Link UE300 Ethernet Adapter,16,1183.99,18943.84
TXN-05-0517,2026-05-23,Kingston DataTraveler 64GB,1,687.22,687.22
TXN-05-0518,2026-05-10,Dell P2425H Monitor,13,19043.71,247568.23
TXN-05-0519,2026-05-10,SanDisk Extreme Portable SSD 1TB,5,10191.54,50957.7
TXN-05-0520,2026-05-14,Microsoft LifeCam HD-3000,9,3639.46,32755.14
TXN-05-0521,2026-05-21,Logitech K380 Keyboard,6,3344.19,20065.14
TXN-05-0522,2026-05-10,Microsoft LifeCam HD-3000,9,3596.39,32367.51
TXN-05-0523,2026-05-13,Microsoft LifeCam HD-3000,13,3305.65,42973.45
TXN-05-0524,2026-05-03,Microsoft LifeCam HD-3000,8,3546.52,28372.16
TXN-05-0525,2026-05-24,Jabra Evolve2 40 Headset,2,12741.57,25483.14
TXN-05-0526,2026-05-01,SanDisk Extreme Portable SSD 1TB,10,10592.88,105928.8
TXN-05-0527,2026-05-31,SanDisk Extreme Portable SSD 1TB,15,9882.6,148239.0
TXN-05-0528,2026-05-02,Jabra Evolve2 40 Headset,11,12389.72,136286.92
TXN-05-0529,2026-05-08,HP E24 G5 Monitor,7,21521.81,150652.67
TXN-05-0530,2026-05-06,Belkin USB-C 7-in-1 Hub,13,6533.15,84930.95
TXN-05-0531,2026-05-15,Microsoft LifeCam HD-3000,4,3293.32,13173.28
TXN-05-0532,2026-05-13,Belkin USB-C 7-in-1 Hub,10,6307.63,63076.3
TXN-05-0533,2026-05-27,Jabra Evolve2 40 Headset,20,12206.75,244135.0
TXN-05-0534,2026-05-29,Logitech MX Master 3S,8,8955.34,71642.72
TXN-05-0535,2026-05-11,Logitech MX Master 3S,14,9041.54,126581.56
TXN-05-0536,2026-05-27,Dell P2425H Monitor,14,18745.9,262442.6
TXN-05-0537,2026-05-16,Logitech MX Master 3S,11,8878.81,97666.91
TXN-05-0538,2026-05-31,Belkin USB-C 7-in-1 Hub,13,6385.08,83006.04
TXN-05-0539,2026-05-24,Jabra Evolve2 40 Headset,10,12568.35,125683.5
TXN-05-0540,2026-05-18,Microsoft LifeCam HD-3000,17,3362.51,57162.67
TXN-05-0541,2026-05-19,HP E24 G5 Monitor,14,20650.02,289100.28
TXN-05-0542,2026-05-02,Dell P2425H Monitor,19,19286.32,366440.08
TXN-05-0543,2026-05-14,Microsoft LifeCam HD-3000,19,3428.56,65142.64
TXN-05-0544,2026-05-16,Belkin USB-C 7-in-1 Hub,3,6196.72,18590.16
TXN-05-0545,2026-05-25,Logitech MX Master 3S,19,9018.03,171342.57
TXN-05-0546,2026-05-14,Microsoft LifeCam HD-3000,1,3301.43,3301.43
TXN-05-0547,2026-05-26,TP-Link UE300 Ethernet Adapter,5,1151.11,5755.55
TXN-05-0548,2026-05-28,Logitech MX Master 3S,16,8477.3,135636.8
TXN-05-0549,2026-05-21,Logitech K380 Keyboard,14,3480.78,48730.92
TXN-05-0550,2026-05-20,Dell P2425H Monitor,17,18454.43,313725.31
TXN-05-0551,2026-05-16,Dell P2425H Monitor,17,18186.07,309163.19
TXN-05-0552,2026-05-24,Jabra Evolve2 40 Headset,5,12163.81,60819.05
TXN-05-0553,2026-05-07,Kingston DataTraveler 64GB,3,728.16,2184.48
TXN-05-0554,2026-05-09,Microsoft LifeCam HD-3000,14,3681.5,51541.0
TXN-05-0555,2026-05-09,Jabra Evolve2 40 Headset,7,11997.45,83982.15
TXN-05-0556,2026-05-04,HP E24 G5 Monitor,14,22012.29,308172.06
TXN-05-0557,2026-05-15,Microsoft LifeCam HD-3000,20,3355.52,67110.4
TXN-05-0558,2026-05-03,Kingston DataTraveler 64GB,12,727.05,8724.6
TXN-05-0559,2026-05-28,HP E24 G5 Monitor,10,20981.63,209816.3
TXN-05-0560,2026-05-22,Belkin USB-C 7-in-1 Hub,13,6451.6,83870.8
TXN-05-0561,2026-05-28,SanDisk Extreme Portable SSD 1TB,6,9948.57,59691.42
TXN-05-0562,2026-05-19,Belkin USB-C 7-in-1 Hub,2,6731.12,13462.24
TXN-05-0563,2026-05-06,HP E24 G5 Monitor,3,20537.32,61611.96
TXN-05-0564,2026-05-23,Jabra Evolve2 40 Headset,13,12514.17,162684.21
TXN-05-0565,2026-05-06,Belkin USB-C 7-in-1 Hub,6,6472.09,38832.54
TXN-05-0566,2026-05-08,Logitech K380 Keyboard,17,3175.7,53986.9
TXN-05-0567,2026-05-06,Logitech K380 Keyboard,19,3209.18,60974.42
TXN-05-0568,2026-05-03,Microsoft LifeCam HD-3000,12,3568.2,42818.4
TXN-05-0569,2026-05-21,Dell P2425H Monitor,20,18711.77,374235.4
TXN-05-0570,2026-05-06,Belkin USB-C 7-in-1 Hub,2,6491.92,12983.84
TXN-05-0571,2026-05-11,Dell P2425H Monitor,13,20041.32,260537.16
TXN-05-0572,2026-05-19,Microsoft LifeCam HD-3000,17,3368.58,57265.86
TXN-05-0573,2026-05-16,Logitech K380 Keyboard,13,3187.03,41431.39
TXN-05-0574,2026-05-05,SanDisk Extreme Portable SSD 1TB,14,10952.48,153334.72
TXN-05-0575,2026-05-23,Logitech MX Master 3S,14,9424.74,131946.36
TXN-05-0576,2026-05-11,Kingston DataTraveler 64GB,1,740.69,740.69
TXN-05-0577,2026-05-03,Logitech K380 Keyboard,10,3249.44,32494.4
TXN-05-0578,2026-05-14,Kingston DataTraveler 64GB,2,726.52,1453.04
TXN-05-0579,2026-05-14,Belkin USB-C 7-in-1 Hub,12,6763.27,81159.24
TXN-05-0580,2026-05-10,TP-Link UE300 Ethernet Adapter,11,1233.44,13567.84
TXN-05-0581,2026-05-01,Logitech MX Master 3S,15,9140.96,137114.4
TXN-05-0582,2026-05-11,TP-Link UE300 Ethernet Adapter,4,1257.27,5029.08
TXN-05-0583,2026-05-04,TP-Link UE300 Ethernet Adapter,1,1143.1,1143.1
TXN-05-0584,2026-05-03,HP E24 G5 Monitor,12,21314.47,255773.64
TXN-05-0585,2026-05-25,Kingston DataTraveler 64GB,1,703.55,703.55
TXN-05-0586,2026-05-29,HP E24 G5 Monitor,15,21528.76,322931.4
TXN-05-0587,2026-05-20,Logitech K380 Keyboard,11,3429.18,37720.98
TXN-05-0588,2026-05-14,Belkin USB-C 7-in-1 Hub,3,6825.8,20477.4
TXN-05-0589,2026-05-03,Logitech MX Master 3S,2,8582.94,17165.88
TXN-05-0590,2026-05-23,SanDisk Extreme Portable SSD 1TB,10,11051.82,110518.2
TXN-05-0591,2026-05-13,Kingston DataTraveler 64GB,3,687.81,2063.43
TXN-05-0592,2026-05-30,SanDisk Extreme Portable SSD 1TB,16,10308.15,164930.4
TXN-05-0593,2026-05-20,HP E24 G5 Monitor,5,22163.11,110815.55
TXN-05-0594,2026-05-22,Logitech MX Master 3S,6,8838.2,53029.2
TXN-05-0595,2026-05-28,Belkin USB-C 7-in-1 Hub,2,6774.79,13549.58
TXN-05-0596,2026-05-26,Belkin USB-C 7-in-1 Hub,6,6847.97,41087.82
TXN-05-0597,2026-05-18,Logitech K380 Keyboard,17,3348.08,56917.36
TXN-05-0598,2026-05-10,Logitech MX Master 3S,19,9111.05,173109.95
TXN-05-0599,2026-05-29,HP E24 G5 Monitor,3,22247.11,66741.33
TXN-05-0600,2026-05-08,Dell P2425H Monitor,16,19286.7,308587.2
TXN-05-0601,2026-05-21,HP E24 G5 Monitor,13,21875.03,284375.39
TXN-05-0602,2026-05-19,Microsoft LifeCam HD-3000,11,3647.7,40124.7
TXN-05-0603,2026-05-14,Logitech K380 Keyboard,17,3230.3,54915.1
TXN-05-0604,2026-05-05,Kingston DataTraveler 64GB,9,695.77,6261.93
TXN-05-0605,2026-05-29,Kingston DataTraveler 64GB,17,658.03,11186.51
TXN-05-0606,2026-05-09,Belkin USB-C 7-in-1 Hub,20,6500.13,130002.6
TXN-05-0607,2026-05-12,Jabra Evolve2 40 Headset,12,12531.9,150382.8
TXN-05-0608,2026-05-30,SanDisk Extreme Portable SSD 1TB,14,10812.96,151381.44
TXN-05-0609,2026-05-25,Dell P2425H Monitor,11,18272.32,200995.52
TXN-05-0610,2026-05-11,Kingston DataTraveler 64GB,14,663.42,9287.88
TXN-05-0611,2026-05-26,TP-Link UE300 Ethernet Adapter,14,1228.52,17199.28
TXN-05-0612,2026-05-01,Kingston DataTraveler 64GB,12,690.52,8286.24
TXN-05-0613,2026-05-12,HP E24 G5 Monitor,16,22252.25,356036.0
TXN-05-0614,2026-05-14,Logitech MX Master 3S,19,9215.82,175100.58
TXN-05-0615,2026-05-14,Dell P2425H Monitor,13,19329.93,251289.09
TXN-05-0616,2026-05-22,TP-Link UE300 Ethernet Adapter,4,1220.09,4880.36
TXN-05-0617,2026-05-08,HP E24 G5 Monitor,3,21411.87,64235.61
TXN-05-0618,2026-05-30,Logitech K380 Keyboard,9,3188.85,28699.65
TXN-05-0619,2026-05-16,Logitech MX Master 3S,9,8956.04,80604.36
TXN-05-0620,2026-05-13,Microsoft LifeCam HD-3000,7,3571.89,25003.23
TXN-05-0621,2026-05-17,TP-Link UE300 Ethernet Adapter,13,1221.02,15873.26
TXN-05-0622,2026-05-18,Logitech K380 Keyboard,1,3223.12,3223.12
TXN-05-0623,2026-05-03,Kingston DataTraveler 64GB,17,693.21,11784.57
TXN-05-0624,2026-05-30,Logitech K380 Keyboard,8,3358.88,26871.04
TXN-05-0625,2026-05-02,Kingston DataTraveler 64GB,14,708.61,9920.54
TXN-05-0626,2026-05-14,SanDisk Extreme Portable SSD 1TB,8,10000.98,80007.84
TXN-05-0627,2026-05-07,Kingston DataTraveler 64GB,19,714.59,13577.21
TXN-05-0628,2026-05-31,SanDisk Extreme Portable SSD 1TB,9,10788.95,97100.55
TXN-05-0629,2026-05-17,Logitech K380 Keyboard,2,3389.83,6779.66
TXN-05-0630,2026-05-13,SanDisk Extreme Portable SSD 1TB,15,10538.65,158079.75
TXN-05-0631,2026-05-05,Microsoft LifeCam HD-3000,9,3581.85,32236.65
TXN-05-0632,2026-05-10,Jabra Evolve2 40 Headset,3,12004.84,36014.52
TXN-05-0633,2026-05-29,Dell P2425H Monitor,1,18281.94,18281.94
TXN-05-0634,2026-05-18,Kingston DataTraveler 64GB,11,667.82,7346.02
TXN-05-0635,2026-05-27,SanDisk Extreme Portable SSD 1TB,18,9896.91,178144.38
TXN-05-0636,2026-05-22,Dell P2425H Monitor,12,19889.81,238677.72
TXN-05-0637,2026-05-25,Microsoft LifeCam HD-3000,20,3626.58,72531.6
TXN-05-0638,2026-05-18,Microsoft LifeCam HD-3000,3,3637.88,10913.64
TXN-05-0639,2026-05-17,Jabra Evolve2 40 Headset,17,12489.47,212320.99
TXN-05-0640,2026-05-19,Kingston DataTraveler 64GB,19,706.29,13419.51
TXN-05-0641,2026-05-25,Jabra Evolve2 40 Headset,4,12483.94,49935.76
TXN-05-0642,2026-05-18,Microsoft LifeCam HD-3000,12,3421.95,41063.4
